koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
429.60143,18.11,1001.4,0.025,2.74,223.0,0.58,12.2
575.95408,8.618,1210.0,0.0868,2.92,194.0,0.33,11.4
3.120828136,2.1878,16456.0,0.784,14.16,1303.0,680.79,113.5
2.790643481,0.6871,202.0,0.787,0.99,816.0,104.74,20.2
670.645531,53.412,18090.6,0.701,14.14,196.0,0.35,642.7
3.964333304,4.7136,25886.2,0.094,37.09,1680.0,1881.78,408.5
11.18719905,3.252,353.6,0.387,1.55,667.0,46.65,21.9
229.948531,1.813,154.2,0.35,1.09,301.0,1.93,6.1
5.33459393,2.642,226.3,0.158,0.79,627.0,36.55,14.7
6.790120801,6.0437,2302.3,0.486,9.86,1434.0,998.97,526.1
19.672324,4.812,649.9,0.721,4.07,908.0,160.98,20.6
2.426304127,2.6624,185.4,0.694,1.41,1302.0,679.12,97.0
15.07277287,0.7794,345.0,0.891,1.73,635.0,38.57,13.0
363.448167,6.013,2124.0,1.259,37.03,285.0,1.56,19.4
1.606163631,4.92516,144603.0,0.901,130.46,2943.0,17727.93,1662.0
8.72585478,4.473,446.7,0.911,2.86,985.0,222.19,37.7
4.94402197,4.062,363.3,1.157,32.92,1419.0,958.29,33.0
200.79976002,7.6419,92642.0,1.016,48.77,303.0,2.0,930.8
7.19304935,3.407,255.3,0.017,1.59,995.0,232.36,19.0
30.960216668,15.4308,340408.0,0.58,62.08,527.0,18.3,4578.3
0.681401611,0.865,103.6,0.147,1.07,2218.0,5713.41,12.3
536.52197,4.458,293.9,0.14,3.0,273.0,1.31,9.7
9.521644639,2.3569,1491.3,0.023,2.16,495.0,14.2,79.2
20.8392148,2.3321,177508.0,0.894,51.9,584.0,27.45,197.6
2.466070972,1.9559,704.5,1.223,24.3,1260.0,595.8,42.6
4.6126736,3.0643,133.2,0.755,1.6,1294.0,663.8,34.3
1.146934644,1.7247,256.2,0.405,1.39,1554.0,1382.04,19.7
71.59889,10.53,654.0,0.6496,4.49,645.0,40.96,5.7
1.070982122,1.255,43.4,0.563,0.98,2122.0,4811.39,9.0
8.04963472,6.00488,279647.0,0.671,95.98,1247.0,571.1,5246.5
16.73869035,2.398,996.8,0.578,2.56,576.0,26.06,20.4
0.608074963,0.879,117.5,0.11,1.15,2362.0,7350.47,10.8
34.4359387,5.82,424.5,0.017,2.78,652.0,42.68,52.6
40.8065333,13.135,313.9,0.016,3.71,772.0,83.75,54.8
14.66769462,2.4462,29862.0,1.169,145.18,1552.0,1370.6,86.5
509.997402,8.481,1267.0,0.0254,2.62,182.0,0.26,35.3
4.442517008,2.43922,25341.5,0.936,26.08,1258.0,593.85,396.2
6.998099523,2.0488,20285.0,7.361,588.66,853.0,125.22,192.3
9.88047978,2.78458,18541.0,1.02,23.6,860.0,129.45,534.5
20.28281916,36.048,2797.5,0.719,22.46,1141.0,401.55,306.7
331.5972732,14.404,8322.1,0.02,10.89,294.0,1.76,355.0
2.17811908,1.468,74.0,0.3437,0.8,1412.0,938.51,9.8
4.86634094,1.885,366.7,0.895,1.94,881.0,142.39,15.2
0.93479255,4.5838,247.5,1.2,24.75,2040.0,4108.03,78.3
14.38682567,2.1417,569.6,0.021,2.54,776.0,85.46,61.7
0.566810701,6.19,200.0,0.982,1.49,1921.0,3220.92,45.9
9.034190783,1.5501,577.6,0.846,1.8,586.0,27.87,82.1
456.55308,4.435,116.2,0.673,1.48,270.0,1.26,7.3
12.4232158,17.67,261.5,0.245,1.3,685.0,51.91,23.6
1.22578134,2.235,99376.0,0.985,53.32,1701.0,1973.12,86.8
0.933735579,3.892,351.4,0.565,10.28,3696.0,43890.28,27.1
10.71253475,2.7186,1198.6,0.72,2.02,485.0,13.09,31.2
9.524076544,10.4891,198399.0,0.313,151.0,1390.0,882.28,1942.5
25.9522913,10.977,557.8,0.142,2.03,567.0,24.49,14.0
5.42586901,2.5342,259.0,0.1,1.48,973.0,211.66,26.1
1.632916419,1.5599,209.2,0.136,1.13,1237.0,554.07,31.0
370.2402,31.46,1272.6,1.239,29.24,270.0,1.26,20.5
0.566769068,3.011,40.0,0.773,1.06,2661.0,11897.94,14.9
0.742957911,0.6688,843.3,0.162,1.47,1026.0,262.51,45.3
1.20693963,6.881,20.0,0.701,0.97,2847.0,15568.09,24.3
3.403743926,1.5017,815.9,1.075,10.77,1101.0,346.98,59.5
14.658013949,3.03316,129645.0,1.141,121.59,855.0,126.35,3361.5
119.40817159,9.3537,18563.3,0.915,16.26,328.0,2.72,508.4
1.289590179,1.3541,286.0,0.401,1.38,1448.0,1040.23,18.9
0.885131111,3.377,93.2,0.715,0.9,1818.0,2579.83,23.4
3.74781242,5.241,5367.0,1.258,38.04,1172.0,446.47,44.8
495.06538,21.09,417.0,0.341,2.0,236.0,0.74,13.2
280.1604956,2.8637,12946.0,1.04,19.25,237.0,0.74,54.5
114.336052,14.077,239.8,0.529,2.09,429.0,8.02,13.0
1.303570451,2.28163,332340.0,0.548,235.58,2720.0,12920.56,573.2
161.4746786,10.572,828.2,0.746,3.25,343.0,3.27,47.8
18.8262877,2.344,795.8,0.198,2.34,591.0,28.85,19.9
5.2443332,11.268,29.9,0.775,0.58,1054.0,291.25,13.5
366.24282,15.76,733.7,0.235,2.4,237.0,0.75,18.2
444.89411,7.937,363.0,0.2991,4.7,386.0,5.25,13.2
6.042029838,8.0666,132864.0,0.689,23.94,729.0,66.7,312.5
3.35184041,1.9855,345.3,0.091,1.88,1294.0,661.69,20.0
0.438153876,1.3885,164.8,1.124,14.0,2407.0,8008.07,33.4
24.714790706,5.06776,208732.0,0.781,112.24,901.0,155.67,5148.8
3.1748772,7.089,1741.0,0.94,8.8,1410.0,933.1,98.6
7.51514595,3.54486,117463.0,0.84,35.8,842.0,118.99,1676.8
2.1890751,2.365,94.8,0.048,0.87,1399.0,906.2,12.6
56.7769831,6.864,884.3,0.703,3.21,491.0,13.74,33.6
46.1842039,4.758,1394.7,0.013,1.83,273.0,1.32,26.0
2.316171991,4.03025,251484.0,0.7,49.53,1288.0,651.03,2338.3
35.2330694,3.674,352.8,0.139,0.97,288.0,1.62,14.5
9.86869589,2.876,5915.0,0.984,21.68,1332.0,743.72,15.8
0.99014722,0.9394,321.1,0.329,1.34,1433.0,997.75,23.0
1.16015259,1.3433,170.2,0.748,1.4,1751.0,2229.29,48.4
29.6193891,4.9595,314.7,0.046,1.74,580.0,26.79,42.5
1.061934313,3.194,607.0,1.218,15.14,1104.0,352.77,70.0
5.274819905,4.6688,108965.0,0.99,100.89,1646.0,1733.91,902.5
396.048721,16.376,931.8,0.978,13.52,370.0,4.43,39.4
1.099291188,1.765,282.6,0.077,1.37,1414.0,947.02,19.8
109.6469948,6.568,899.7,0.797,4.85,428.0,7.95,26.7
0.759763198,3.083,202.5,0.571,1.2,1752.0,2227.19,30.8
2.630090609,13.6817,516932.0,0.285,83.5,1551.0,1371.02,1694.6
1.21374652,3.371,28.9,0.57,0.59,1880.0,2945.61,17.4
19.5906103,6.745,297.0,0.529,2.64,819.0,106.48,24.9
0.78430061,2.952,254.7,0.659,1.14,1566.0,1416.91,20.5
20.867855659,5.73122,82601.4,1.045,53.53,716.0,62.09,2768.6
2.908454772,2.6005,64325.0,1.113,40.85,1153.0,416.75,252.8
114.90862419,7.66397,196112.0,0.78,42.78,259.0,1.06,1179.7
5.959695593,1.8383,151.2,0.626,1.13,937.0,182.4,4.7
57.0599992,7.463,66168.0,0.194,22.31,455.0,10.11,751.5
3.578780566,2.91089,11382.2,0.079,10.43,1145.0,406.6,1838.4
50.5715805,3.726,1282.6,0.074,2.74,406.0,6.44,19.9
7.16520428,1.705,433.8,0.142,2.31,1034.0,270.34,17.6
184.77271,9.568,951.4,0.04,2.41,268.0,1.21,21.0
2.73987398,4.15886,20632.2,0.703,34.83,2113.0,4705.3,1454.3
36.0054414,3.262,117.5,0.745,3.33,1024.0,259.71,14.6
22.24814617,4.1483,613.7,0.868,2.72,609.0,32.58,74.2
76.7324556,6.243,685.7,0.462,3.08,473.0,11.86,34.3
2.89223998,2.521,44.3,0.017,0.7,1287.0,647.55,17.3
12.7372371,3.358,100.8,0.364,0.87,697.0,55.82,12.9
9.06687613,3.381,367.2,0.928,1.9,725.0,65.52,14.6
31.33046135,5.176,5073.8,0.798,6.5,481.0,12.61,117.2
289.788624,2.857,473.9,0.6187,5.51,537.0,19.6,6.6
0.958116585,2.3496,2374.1,1.275,49.16,2271.0,6312.99,296.0
2.79123954,2.843,154.8,0.709,2.22,1771.0,2322.96,25.3
3.573202801,2.88,2975.0,0.053,5.81,1210.0,507.91,362.1
6.1082945,3.493,61.1,0.63,1.06,1267.0,608.39,10.8
40.7150498,8.587,563.9,0.638,2.2,516.0,16.76,56.4
25.70280003,3.1644,5623.8,1.27,33.1,562.0,23.68,67.9
3.770590654,2.029,314.4,0.24,2.13,1272.0,619.65,37.1
1.962282625,1.45,68.3,0.169,0.81,1448.0,1038.36,12.9
5.25419589,2.9878,461.8,0.007,2.12,1093.0,338.15,26.1
32.532521502,13.3991,83468.4,0.237,24.35,535.0,19.39,1595.1
0.525154153,2.1441,747.5,1.226,23.61,2073.0,4391.51,116.1
4.639602084,3.4636,25079.0,0.634,19.96,1285.0,643.95,131.0
17.918743061,4.36387,118355.0,0.252,56.94,942.0,186.0,4696.8
0.5366497,2.887,105.4,0.042,0.92,2142.0,4982.76,10.6
13.13747785,4.8655,212.8,0.8,1.85,825.0,109.68,43.1
12.5722897,4.765,86.5,0.252,1.09,886.0,145.82,12.4
0.566805859,3.835,61.1,0.724,1.25,2858.0,15850.69,21.5
2.974163938,1.7423,90282.0,0.736,34.74,1266.0,605.99,88.6
3.84822189,2.013,203.9,0.368,1.72,1283.0,641.53,17.6
81.737872,6.6923,628.8,0.02,2.16,385.0,5.2,135.4
2.179924994,4.87581,253149.0,0.711,60.99,1448.0,1040.63,4541.1
0.566793614,5.723,31.4,0.9476,21.63,7584.0,781981.98,79.8
122.358116,10.768,352.8,0.255,2.15,407.0,6.46,12.2
12.58229808,6.375,118.7,0.044,1.53,917.0,167.41,62.1
5.37493289,3.9567,155.8,0.228,2.12,1413.0,942.35,49.0
2.696354974,5.39585,245988.0,0.324,80.71,1815.0,2560.78,2717.0
17.23232894,4.5568,509.8,0.395,2.79,817.0,105.47,64.1
1.013922622,1.6393,34957.0,1.178,31.98,1392.0,883.9,79.8
372.30881,3.874,535.2,0.1243,2.09,249.0,0.91,14.9
1.07383154,4.846,31355.0,1.198,137.54,3791.0,48979.38,137.3
5.349553819,3.0278,831.0,0.092,2.55,919.0,168.99,60.6
4.79179893,2.9283,123.9,1.209,26.26,1249.0,575.43,46.3
4.645382149,2.0271,565.5,0.154,1.33,629.0,36.9,40.4
107.7214092,8.042,1396.2,0.003,4.75,421.0,7.39,30.5
2.022658,3.343,135.7,0.419,1.15,1482.0,1139.1,17.4
12.64504291,9.117,200.4,0.931,1.55,741.0,71.28,32.7
19.0231361,3.431,401.6,0.698,2.04,647.0,41.5,19.7
18.84497113,4.9442,4143.4,0.895,5.35,552.0,21.89,79.8
2.192009479,2.9453,1475.6,1.248,35.9,1446.0,1030.69,131.2
3.254277742,2.9903,159.9,0.303,1.38,1301.0,675.56,58.6
1.228721184,1.041,465.6,0.208,1.62,1324.0,728.99,26.4
6.9131732,4.73,39.1,0.264,0.91,1209.0,505.0,12.5
10.405998015,6.5036,14488.8,0.324,11.23,833.0,113.94,745.2
1.215181097,1.295,39.7,0.1356,0.87,2230.0,5844.41,11.8
2.2502073,2.203,260.1,0.268,19.94,3637.0,41377.92,7.8
0.631795416,1.0703,145.2,0.433,1.88,2797.0,14547.08,24.7
0.849277809,3.137,690.8,1.187,20.11,1781.0,2366.84,17.1
13.7872627,5.747,75.1,0.921,1.55,894.0,150.64,23.9
2.172042913,8.0331,154381.0,0.881,100.79,2169.0,5231.88,583.6
76.421501,7.218,578.4,0.015,2.81,455.0,10.11,23.9
1.50179931,3.275,100.1,0.256,0.72,1229.0,540.71,19.1
0.933746709,3.435,18.6,0.057,0.36,1893.0,3026.99,14.3
2.02487934,1.621,145.8,0.3797,1.0,1284.0,643.17,7.7
1.19563447,5.3934,8245.0,0.861,14.94,1988.0,3686.75,105.8
4.593594819,2.6391,1455.2,1.022,8.85,1125.0,378.37,83.5
14.086776961,10.1279,106837.0,0.603,65.6,1197.0,485.09,1856.9
0.532087933,3.45028,510366.0,0.279,74.83,2247.0,6002.61,1069.5
22.84156293,2.5997,2940.7,1.267,30.0,557.0,22.78,47.6
0.558841234,0.7918,280.9,0.307,1.33,1787.0,2412.15,26.3
15.45158184,2.406,85.3,0.636,2.02,1285.0,643.83,21.0
0.542636318,1.2536,74.6,0.056,1.39,2659.0,11844.28,17.3
13.73474071,2.769,746.4,0.941,2.71,634.0,38.11,31.0
24.3344939,6.557,323.1,0.017,1.74,647.0,41.3,18.1
1.790518325,3.34624,61541.9,0.643,32.19,1850.0,2761.65,2493.3
0.979442525,1.0348,469.3,0.388,1.64,1567.0,1420.01,27.0
0.504296702,1.4145,5995.4,1.2942,50.41,2694.0,12445.73,231.8
62.127677128,5.25005,37430.2,1.158,38.61,402.0,6.15,990.3
15.85231085,4.8707,437862.0,6.286,679.44,725.0,65.17,252.4
0.527679032,1.395,84.1,0.284,0.79,2115.0,4714.94,14.8
21.78769087,4.498,507.7,1.192,71.95,1042.0,278.24,38.1
1.411627439,1.0814,515.2,0.853,2.99,1966.0,3523.63,53.1
15.27443889,6.0765,206.7,0.153,2.17,896.0,152.62,40.3
1.89124187,4.415,105.8,0.198,0.93,1312.0,698.9,20.8
3.273699006,3.07626,6862.8,0.733,22.36,3060.0,20728.79,1293.1
440.584562,10.534,65.9,0.062,1.67,505.0,15.38,16.1
198.232389,1.919,416.4,0.0297,2.28,352.0,3.64,5.7
2.325185422,7.2871,268.5,1.247,81.88,3738.0,46102.7,256.3
2.617028373,2.046,499.4,0.146,1.57,996.0,233.23,30.8
3.94660745,2.705,309.4,0.278,1.4,981.0,218.91,12.7
33.8677783,3.72,894.8,0.787,2.31,394.0,5.69,23.8
59.3627946,13.972,233.6,0.001,2.23,566.0,24.33,51.5
9.91937693,4.326,186.7,0.163,1.32,838.0,116.43,18.8
5.462689263,3.2605,4184.6,1.298,36.25,1024.0,260.14,82.6
7.45306683,4.7617,46552.0,10.337,1044.28,932.0,178.53,84.3
41.0283424,9.8052,541.4,0.011,3.92,691.0,53.8,66.5
3.105507835,1.7458,904.6,0.799,2.68,980.0,217.91,178.6
0.882131829,6.8106,3620.9,0.968,8.13,1963.0,3510.31,70.6
9.76734503,1.6585,569.1,0.9,2.67,791.0,92.46,21.1
11.703109303,2.0467,4201.0,1.279,37.3,811.0,102.47,126.6
9.94602357,3.3862,994.5,0.035,3.12,807.0,100.34,51.0
1.312459403,1.459,36.9,0.732,1.65,2824.0,15018.33,13.9
7.203855862,2.5418,1765.9,0.037,2.25,509.0,15.87,101.1
4.494498254,1.9742,248.2,1.149,62.11,1667.0,1824.84,39.3
5.18560081,4.054,252.6,0.012,2.34,1314.0,705.79,27.6
1.231361934,5.433,471.0,0.972,2.93,1839.0,2707.51,94.7
0.824000125,0.855,183.1,0.7697,0.42,746.0,73.09,12.3
2.534740757,4.85013,364349.0,0.51,52.52,1230.0,541.27,675.7
29.72722,3.45,1010.2,0.744,3.02,557.0,22.7,19.4
10.768391927,12.5252,107382.0,0.001,52.8,970.0,209.25,2085.7
37.6333868,4.49,1661.7,0.338,2.25,299.0,1.88,18.6
2.178150857,1.931,162.5,0.58,1.11,1282.0,636.74,37.4
0.939740093,3.682,106.5,0.5488,34.87,7200.0,635197.09,14.3
11.567974732,5.96595,416030.0,0.458,45.65,628.0,36.66,2341.5
61.4911479,9.745,58702.9,0.681,22.76,438.0,8.7,1421.7
455.77076435,5.1149,341.1,0.802,5.34,419.0,7.28,11.6
81.0637895,3.001,476.0,0.584,3.01,511.0,16.12,19.4
0.814278961,2.087,72.0,0.451,0.76,1762.0,2284.94,13.0
4.959319244,2.22739,9802.0,0.831,12.21,1103.0,349.4,696.5
288.94276,11.43,160.6,0.2515,1.05,265.0,1.16,6.7
3.183961388,3.7875,39268.0,0.677,37.22,1615.0,1608.01,339.2
179.609803,13.755,1273.0,0.711,5.47,389.0,5.41,184.6
6.8731664,6.8569,3753.8,0.055,13.44,1482.0,1140.56,535.5
65.583665567,5.01216,242398.0,0.72,41.22,371.0,4.5,1649.5
208.18711785,2.5404,394.7,0.321,1.99,307.0,2.1,4.2
2.98786272,2.5814,42789.0,0.621,17.82,1064.0,303.15,98.0
10.31872301,3.836,871.7,1.215,28.59,876.0,139.26,38.2
4.99473798,3.05,99.5,0.46,0.82,917.0,167.06,17.5
527.29093,14.305,200.8,0.2371,1.3,216.0,0.51,16.0
7.96431492,1.5342,746.0,0.189,2.44,805.0,99.42,44.3
40.24649897,6.0203,159414.0,0.877,97.54,768.0,82.27,420.9
0.635587392,4.7,147.7,1.151,28.58,2587.0,10637.41,40.9
281.509095,40.963,5948.7,0.626,85.77,685.0,52.05,182.5
1.480323978,1.833,166.2,0.617,1.46,1743.0,2180.25,43.4
1.89114441,8.724,49.9,1.088,6.57,932.0,177.97,16.7
0.56678228,4.725,146.8,0.153,0.88,1661.0,1814.33,15.1
5.729317577,1.1816,865.4,0.597,2.41,850.0,123.03,59.0
2.976012511,6.52033,449091.0,0.444,79.99,1476.0,1119.89,3630.4
4.942783419,3.25346,11144.7,0.566,10.62,1008.0,244.42,2040.7
111.0396205,25.751,9356.2,0.851,8.6,335.0,2.97,201.9
3.690317047,1.3784,465.5,1.151,20.23,1280.0,634.09,43.0
591.37382,4.35,245.0,0.1609,2.2,289.0,1.65,10.7
15.59466045,5.0478,867.7,0.266,2.74,718.0,62.88,49.2
3.04476607,9.568,272.6,1.159,15.7,1126.0,379.01,67.0
61.4913415,9.627,3692.4,0.92,4.57,323.0,2.58,70.5
21.294733865,7.60143,123177.0,0.957,71.55,771.0,83.71,2674.6
3.170626881,2.7189,14610.0,0.847,14.37,1314.0,704.88,113.2
48.5023669,1.053,740.0,30.612,906.03,192.0,0.32,5.5
10.828825742,0.7275,92.1,0.137,0.76,758.0,78.3,4.8
2.742590902,10.4143,680398.0,0.473,176.4,1960.0,3487.05,682.9
10.91274065,2.1801,1387.2,0.685,2.13,443.0,9.12,57.4
36.12895451,2.2348,3758.6,1.474,53.72,546.0,21.05,66.3
5.3235335,2.714,342.4,0.804,2.69,1167.0,438.71,14.6
0.566796775,5.471,144.1,0.974,0.61,931.0,176.94,32.2
30.360445359,6.0134,21124.7,0.359,10.99,459.0,10.47,1126.2
1.353771892,7.012,1349.1,1.203,430.99,4903.0,136609.48,76.7
4.51005082,2.1533,294.8,0.115,1.74,1063.0,301.74,21.5
1.371288853,1.4528,66.2,0.953,1.15,1837.0,2695.6,16.9
2.97599368,4.023,55.0,0.243,0.79,1395.0,894.1,13.0
1.226223959,2.1689,56.1,0.005,1.0,2024.0,3973.86,18.9
14.53260546,2.4212,328.9,0.112,1.69,746.0,73.37,29.0
1.245331397,2.566,38.1,0.649,1.61,2678.0,12115.45,26.5
45.680876,2.293,350.3,0.206,14.5,1215.0,514.91,3.7
3.74785307,3.444,145.9,0.217,9.04,2440.0,8389.62,17.0
12.08353781,7.90317,43086.6,0.749,50.33,1310.0,696.82,3799.5
3.796488133,11.0659,3007.6,1.306,40.83,1233.0,547.94,193.4
5.03505665,1.804,151.5,0.911,1.63,1141.0,401.23,16.6
18.1373788,3.844,310.8,0.945,1.41,433.0,8.31,11.3
1.818939148,1.644,331.2,0.56,1.82,1549.0,1364.15,39.3
0.77957913,2.457,70.4,0.183,0.71,1819.0,2585.39,11.1
13.15140223,5.439,97.8,0.872,1.87,1008.0,243.84,25.5
4.09667624,2.19,302.3,0.142,1.42,938.0,182.9,16.2
13.54208867,4.9406,28869.0,0.985,26.65,727.0,66.01,137.6
322.48381,22.99,1023.4,0.938,3.5,259.0,1.06,27.0
4.30656389,4.1107,257.0,0.894,1.95,1177.0,453.2,39.8
108.546946,7.567,711.3,0.055,29.67,985.0,222.7,15.3
1.434200327,5.968,3097.3,1.208,44.76,2410.0,7985.65,39.1
6.08003714,1.308,184.0,0.254,1.07,808.0,100.72,17.7
13.5631157,5.438,336.4,0.704,1.75,733.0,68.41,15.4
2.112395777,2.7714,262602.0,1.285,115.26,1419.0,957.45,243.2
6.11784972,3.458,60.5,0.391,1.05,1211.0,509.24,25.8
0.934926138,3.1925,131941.0,0.905,58.67,1957.0,3455.76,1149.3
8.27745764,2.713,197.2,0.261,2.46,1088.0,331.35,17.3
1.008917105,1.4577,338.5,0.545,1.51,1636.0,1698.88,34.2
106.247882,13.78,397.4,0.586,2.01,377.0,4.75,24.0
10.526294577,2.5211,9768.0,0.644,8.24,713.0,61.16,482.3
0.597933473,1.918,106.0,0.562,1.24,2564.0,10196.42,26.0
2.362348096,3.5979,724.7,1.219,89.55,2104.0,4625.06,103.6
1.41435861,2.285,56.8,0.189,0.74,1578.0,1458.2,9.5
19.37070781,2.2466,653.2,1.2,108.54,1180.0,458.92,38.4
2.025580416,4.48448,44998.1,0.434,43.23,2102.0,4618.62,987.8
7.2949175,41.04,182.8,1.132,11.67,763.0,79.99,18.9
37.078668,4.403,147.4,0.5101,0.8,419.0,7.27,6.9
0.566801447,2.352,16.2,0.615,0.57,2633.0,11321.32,13.8
1.34155642,1.6462,58.2,0.259,0.74,1642.0,1715.26,23.7
165.40574995,13.6363,66402.0,1.091,112.86,514.0,16.56,4958.6
8.480305,6.19,304.2,0.766,1.33,661.0,45.21,11.5
419.75224,4.154,754.0,0.3316,2.82,257.0,1.03,6.3
1.33258375,4.081,60.9,0.746,0.84,1727.0,2096.92,16.4
22.913446297,4.11699,251835.0,0.709,81.61,811.0,102.27,6512.7
297.71402,13.413,1374.5,0.8328,45.69,706.0,58.76,16.3
60.0853848,7.007,432.2,0.79,2.4,485.0,13.07,51.7
3.166353562,3.3129,1473.4,0.032,3.82,1273.0,621.92,128.3
3.103730697,6.93402,369228.0,0.539,75.28,1340.0,763.25,5143.6
286.1755875,16.1025,328544.0,0.598,63.23,276.0,1.38,765.3
0.94773253,1.7645,11306.0,1.186,45.58,2321.0,6862.81,103.9
26.964501,3.792,601.7,0.006,2.2,573.0,25.56,20.1
4.592401261,4.96038,87426.1,0.272,52.18,1678.0,1872.74,5784.8
4.618309224,3.6752,1191.0,1.247,25.43,947.0,190.56,68.5
0.623441636,1.46001,19340.5,1.2127,29.19,1711.0,2025.22,164.7
6.1469956,3.3153,249.6,0.083,2.04,1164.0,433.72,25.8
2.243380573,1.1196,821.7,0.915,1.99,822.0,107.6,38.9
66.1544958,6.945,1972.0,0.8526,3.33,315.0,2.33,42.7
6.412512953,5.2677,1156.4,0.553,3.89,1069.0,308.76,183.1
13.7223682,5.1231,571.1,0.009,2.23,746.0,73.16,97.9
328.84846,5.45,901.0,0.5355,2.23,219.0,0.54,6.0
226.8904775,7.558,3136.4,0.731,4.53,236.0,0.73,46.8
10.368552685,4.37878,153233.0,0.978,61.14,845.0,120.48,3170.1
7.047106212,3.16223,69626.0,1.077,119.64,1846.0,2744.25,548.5
1.031100362,2.9759,129157.0,0.293,27.35,1584.0,1491.65,178.5
14.48584765,3.1365,457.1,0.93,2.88,784.0,89.16,52.2
16.09196369,2.8943,415.8,0.546,2.13,718.0,62.74,84.9
91.078624,10.304,738.6,0.901,3.26,415.0,7.02,20.8
27.4784659,7.5,83.2,0.008,1.52,736.0,69.3,12.3
42.3520039,7.773,512.6,0.659,6.3,938.0,182.91,30.5
17.46087931,2.2641,812.4,0.594,2.32,568.0,24.6,22.6
4.00770453,5.50884,168776.0,0.835,92.08,1699.0,1969.22,1753.5
0.784512952,2.4623,586.0,1.234,25.48,1952.0,3432.93,44.4
4.15246118,2.5755,223.4,0.639,7.62,1941.0,3354.56,24.5
0.580724809,1.82,64.2,0.292,0.75,2191.0,5418.89,16.9
20.35971899,2.1521,345.7,0.925,0.8,276.0,1.38,26.8
0.894172544,0.8302,86.2,0.162,0.68,1461.0,1070.89,16.9
0.552834211,1.2887,145.7,1.045,18.09,3107.0,21895.36,30.0
10.9938268,5.0746,419208.0,0.471,52.69,627.0,36.46,469.5
22.52907,1.373,327.1,0.3668,1.39,532.0,18.89,4.8
0.885123683,3.3865,113.3,0.708,1.14,1961.0,3477.17,42.0
22.342964828,6.66405,5612.8,0.031,9.99,785.0,89.61,1118.9
5.69919592,2.3906,159.4,0.007,1.16,964.0,204.18,35.3
5.50811352,2.9516,40380.0,1.215,34.03,778.0,86.57,100.5
3.55650403,6.862,132.3,0.846,0.56,580.0,26.66,11.8
20.4853893,10.229,89.5,0.834,3.6,1015.0,251.16,17.9
14.83340944,3.927,783.0,0.399,2.54,694.0,54.74,19.1
4.9883873,9.059,507.6,0.944,3.28,1236.0,550.52,42.4
9.705693,7.702,140.8,0.941,2.07,1001.0,237.46,14.2
381.782641,4.52,367.6,1.204,55.75,384.0,5.12,8.6
10.60052083,4.509,60.9,0.729,1.09,987.0,224.28,17.4
13.32354078,3.873,116.6,0.225,1.32,872.0,136.61,16.3
3.479425638,3.4479,19550.0,0.612,12.86,1166.0,435.85,123.3
24.85466504,9.182,776.2,0.746,7.61,1095.0,339.33,88.0
0.660629055,5.894,231.6,1.173,17.38,2032.0,4040.43,103.3
2.382652873,1.8888,705.4,0.682,2.74,1237.0,553.53,45.5
4.34573349,2.246,73.5,0.512,0.86,1151.0,415.52,9.7
44.616751,7.831,239.7,0.618,2.31,693.0,54.56,28.4
4.220965778,3.0854,2260.0,0.705,2.62,595.0,29.68,157.8
5.14108479,25.93,611.2,1.225,25.74,1038.0,274.55,57.0
262.71162,7.72,1449.0,0.019,3.69,272.0,1.29,7.0
440.7843755,21.693,2579.0,0.424,7.23,308.0,2.14,181.0
28.714216138,6.0624,43701.9,0.919,42.19,794.0,93.74,1230.7
6.397185875,5.8638,18887.0,0.755,15.02,981.0,218.59,394.7
124.922516,11.942,498.7,0.943,3.37,407.0,6.45,24.4
85.272459,13.31,767.8,0.965,3.85,443.0,9.1,18.9
3.81371423,1.973,281.0,0.306,1.37,1029.0,264.63,11.4
16.2254975,6.471,120.4,0.273,1.21,788.0,90.93,20.3
1.036592136,2.296,2118.2,1.25,293.01,4194.0,73013.77,150.6
3.719809197,3.5317,2958.2,1.279,87.21,1873.0,2912.21,373.9
42.3006282,4.372,507.9,0.269,2.54,558.0,22.94,23.8
2.97606298,4.124,72.2,0.363,5.65,2615.0,11065.06,17.8
10.161023528,3.1627,1653.9,0.716,4.62,904.0,157.97,111.1
91.05641908,6.7282,57607.6,1.112,53.1,431.0,8.13,701.1
11.8150174,2.834,1003.0,0.875,3.48,762.0,79.66,10.5
1.89124738,4.697,410.0,0.452,1.2,989.0,225.34,17.4
0.789160884,0.9268,215.1,0.376,0.91,1244.0,564.46,23.6
0.933746783,4.255,417.5,0.007,1.3,1309.0,696.63,62.8
31.005392846,3.073,560314.0,0.305,141.82,682.0,51.25,1236.1
13.174807933,3.37392,71070.9,1.065,51.06,811.0,102.2,1812.6
1.908525084,4.169,218.9,0.015,3.74,3191.0,24558.81,26.9
7.45301717,3.685,551.5,0.035,37.37,2595.0,10730.53,18.3
0.851678507,2.028,67.9,0.418,0.85,1840.0,2698.28,9.1
1.166835206,2.17596,15527.2,1.257,96.28,3457.0,33728.08,388.6
19.3073774,3.437,31.7,0.0275,1.21,1054.0,292.25,6.6
1.103971357,0.926,317.9,0.52,1.37,1471.0,1109.79,21.7
7.81153999,5.984,912.8,1.271,23.56,718.0,62.96,41.3
3.75574267,2.2911,417.4,0.127,1.58,977.0,215.46,27.9
12.42618005,28.1949,1522.8,0.935,3.48,551.0,21.8,113.1
