koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
1.592634161,8.9488,155156.0,0.877,100.2,2255.0,6128.09,1207.6
0.535493486,2.57,54.0,0.566,1.42,3181.0,24045.87,5.1
2.62982665,6.213,126.4,1.077,17.88,1968.0,3542.64,24.6
4.409409243,3.8636,12861.0,0.028,10.95,1101.0,347.06,85.8
4.029810359,3.3316,111.1,0.45,1.77,1479.0,1132.21,62.8
33.80364366,11.4813,13494.4,0.023,20.7,745.0,72.71,529.9
5.65178922,3.0933,134.1,0.906,2.03,1248.0,574.71,39.5
30.9505927,5.394,301.4,0.958,1.51,428.0,7.91,23.2
3.743166733,3.6888,126.3,0.008,1.5,1423.0,971.76,47.2
3.747838198,5.0642,616.0,1.121,13.65,1031.0,266.76,138.2
1.70332915,1.663,98.5,0.307,0.86,1420.0,965.03,8.9
81.1701587,8.358,1183.2,0.875,4.71,436.0,8.55,51.0
1.222127938,2.2613,2486.5,1.258,30.32,1470.0,1107.41,200.9
37.80694072,3.84264,106334.0,1.111,72.01,617.0,34.14,1571.8
0.675650404,1.8261,200.7,0.03,1.36,2085.0,4473.06,22.4
2.446736567,5.0201,415859.0,0.477,71.52,1351.0,788.17,1037.3
0.898837525,3.5342,399778.0,0.496,57.14,1615.0,1609.86,445.6
309.494217,13.716,292.0,0.0542,2.79,399.0,6.01,14.5
6.0990118,3.6112,227.5,0.688,3.16,1374.0,842.53,39.3
0.766691517,1.2638,244.0,0.388,1.22,1541.0,1334.22,29.5
1.466535757,0.8222,1346.4,0.824,4.28,1671.0,1849.31,86.1
321.02094,7.51,592.9,0.295,1.96,232.0,0.69,8.5
7.1403113,5.891,112.1,0.786,1.18,1036.0,272.78,11.8
42.4729078,7.253,334.0,0.361,2.03,539.0,19.93,22.8
331.92622,10.84,809.0,0.026,2.25,235.0,0.72,8.7
42.5217006,5.723,685.6,0.495,2.45,510.0,15.97,14.7
0.673684895,1.161,51.1,0.547,0.7,2001.0,3803.56,7.0
2.17814186,1.988,127.7,0.012,0.92,1174.0,447.79,11.2
29.88487723,4.5612,1275.7,0.658,2.81,453.0,9.95,128.3
2.9039446,10.542,13.1,0.686,1.17,2637.0,11446.75,32.0
0.656201038,4.17901,174860.0,1.439,112.77,2157.0,5094.25,2065.8
1.018861199,6.5005,291214.0,0.358,93.47,2505.0,9299.2,911.3
15.039464523,5.39796,66876.8,0.998,51.71,877.0,139.95,1133.5
677.56282,10.53,631.0,0.537,2.24,190.0,0.31,8.5
4.532402495,3.12,339.1,0.99,3.69,1160.0,426.69,43.1
373.8716,16.78,382.7,0.246,2.19,279.0,1.44,10.3
7.300735516,5.78725,13051.7,0.446,13.32,1086.0,328.98,1640.0
8.39842977,6.344,340.1,0.573,2.0,984.0,221.66,28.0
18.076610347,3.1396,65280.0,1.074,39.16,533.0,19.14,380.6
0.569115976,2.028,796.9,0.068,1.8,1589.0,1504.24,59.8
12.426173,30.64,115.1,0.997,2.67,1006.0,242.41,36.9
5.99273265,2.6502,69.8,0.505,0.91,1010.0,245.32,19.2
30.5528972,5.269,865.2,1.216,30.74,670.0,47.63,35.6
4.16056658,2.61,75.8,0.069,0.7,985.0,222.54,16.3
13.71938426,5.5677,316.4,0.022,1.98,864.0,131.94,48.3
8.1808949,2.7546,723.5,0.521,2.1,716.0,62.21,48.7
2.16146908,3.643,84.8,0.41,0.95,1487.0,1155.45,11.8
260.54832,15.52,161.6,0.378,1.35,318.0,2.43,10.2
53.912783631,44.0504,216.7,0.984,4.25,697.0,55.85,56.4
3.307669761,1.672,243.1,0.602,3.87,1840.0,2710.89,66.7
227.6258,9.47,131.0,0.2351,1.79,394.0,5.7,8.8
359.047933,16.637,5622.7,0.002,7.76,260.0,1.08,91.1
32.3122867,6.569,677.8,0.934,4.84,699.0,56.49,33.6
351.2878737,11.2066,134634.0,0.712,38.47,252.0,0.96,1002.8
5.78159956,2.222,72.8,0.66,1.7,1475.0,1117.19,16.4
18.42794957,2.9264,706.6,0.727,2.24,526.0,18.05,36.0
67.5923754,12.249,4158.1,0.728,12.1,588.0,28.2,60.9
0.566781152,3.995,133.4,0.427,0.54,1090.0,337.1,24.9
2.019997006,1.8073,332.8,0.502,1.46,1166.0,437.85,52.1
380.03903,18.5,788.8,0.555,2.36,219.0,0.55,13.2
30.5528701,5.3367,63521.0,1.134,63.57,685.0,51.9,510.8
28.08185982,4.5288,1840.3,0.425,3.63,522.0,17.52,50.8
54.1558384,4.432,1109.8,0.927,3.88,466.0,11.12,29.1
0.776950288,1.288,396.0,0.047,1.72,1882.0,2974.07,25.8
1.083736642,1.57912,8930.8,1.265,237.84,3641.0,41465.78,954.2
2.052349884,2.0778,14280.6,0.437,13.12,1497.0,1183.18,1072.1
15.0330623,6.326,132.2,0.896,2.18,928.0,175.74,14.9
4.42158021,10.4532,61032.0,1.146,188.89,2565.0,10243.23,370.6
1.525924389,3.15998,24627.2,1.217,49.86,1722.0,2072.8,423.9
3.305577989,2.5903,17971.0,1.145,25.89,1027.0,263.55,39.6
26.62941953,7.8709,492.8,0.015,3.13,742.0,71.75,106.9
0.813166357,1.4122,173.5,0.06,1.14,1693.0,1945.44,34.8
4.176254191,3.6716,1360.1,0.715,3.07,876.0,139.48,249.7
17.7940049,4.091,879.4,3.72,312.48,762.0,79.54,27.7
0.652956712,0.627,50.0,0.26,0.76,2146.0,4984.96,12.7
4.305219002,2.6845,9738.6,0.626,10.34,1119.0,370.84,205.8
118.609553,22.74,380.9,0.993,2.86,299.0,1.88,13.1
1.796320953,1.9139,210.9,0.015,1.2,1367.0,827.82,22.1
2.17257963,1.5794,335.5,1.107,13.55,1518.0,1254.52,27.1
0.590281548,2.72,21.6,0.801,0.68,2643.0,11597.35,20.6
11.67894236,1.2641,1185.1,0.94,4.17,830.0,112.07,23.1
47.4277116,5.2679,820.4,0.678,2.33,407.0,6.46,49.9
5.860377067,10.4634,361615.0,0.526,78.14,1191.0,475.44,3044.1
0.635445336,1.8592,2547.4,1.253,19.0,1177.0,451.42,182.2
2.104721971,1.7547,905.5,0.001,2.89,1365.0,821.44,153.3
10.18670759,7.498,261.2,0.677,0.95,477.0,12.29,35.5
30.8609783,4.216,128.9,0.852,1.08,525.0,17.96,17.8
6.840305932,4.32742,124933.0,1.094,62.08,945.0,188.58,2025.7
375.408923,11.438,87.3,0.529,4.48,858.0,128.15,15.3
369.819993,20.232,1599.0,0.9179,4.25,201.0,0.38,42.1
1.219736039,4.89465,611523.0,0.229,135.43,2611.0,10982.55,1037.2
6.09855603,2.9815,84.4,0.21,0.84,927.0,174.3,24.8
2.709570339,5.57527,13170.8,1.238,223.75,2427.0,8211.89,900.9
34.4886903,1.22,59.9,0.5544,0.71,524.0,17.87,6.3
73.3377984,9.029,114900.0,0.978,73.06,601.0,30.85,155.5
485.52409,11.04,4147.0,71.3346,6149.09,191.0,0.31,10.8
18.778162159,8.1018,488408.0,0.357,127.57,1002.0,238.5,3788.7
0.790049989,2.794,70.8,0.185,0.67,1724.0,2082.67,12.3
574.69029,4.269,276.8,0.004,1.26,191.0,0.31,7.2
14.08826442,4.1847,889.4,0.133,2.66,724.0,64.97,34.2
11.0153889,2.666,3446.0,1.287,65.27,1047.0,284.63,31.8
0.603086711,1.0869,1242.8,1.251,36.0,2459.0,8675.9,170.0
88.2553729,4.539,1132.2,0.886,2.96,326.0,2.67,54.2
9.751720174,16.1937,332900.0,0.15,182.09,1356.0,800.41,1767.3
11.79161234,3.036,415.4,0.034,2.41,857.0,127.75,20.7
70.468171,6.653,922.4,0.031,3.46,511.0,16.17,45.0
11.62904159,2.97,88.0,0.925,1.31,854.0,125.89,13.7
40.301684,1.398,374.8,0.5721,2.38,623.0,35.6,6.6
96.231257,2.488,938.0,0.442,29.26,965.0,204.8,8.8
3.34328534,27.29,166.8,1.21,64.0,2094.0,4535.97,79.5
4.437962934,4.69813,16387.6,0.069,18.05,1338.0,757.65,3535.6
4.182001885,2.2209,847.4,0.015,2.46,974.0,213.29,160.3
0.93374614,6.551,1717.5,1.27,149.71,3303.0,28084.15,365.7
3.336123113,1.9616,516.3,0.252,1.74,970.0,209.79,41.6
20.34237838,2.3351,564.6,0.826,2.88,667.0,46.93,28.7
4.11585514,1.4858,425.8,0.807,1.93,895.0,151.55,20.8
6.0353643,9.211,47.2,0.707,1.88,1852.0,2779.94,23.4
114.73658,12.0355,4850.0,0.595,12.28,476.0,12.13,230.6
5.017239915,4.36126,144642.0,0.191,41.75,1229.0,538.77,970.9
3.900140077,3.77,543.1,1.205,23.78,1253.0,582.32,53.6
623.005238,23.5615,140332.0,0.895,66.64,229.0,0.64,2386.6
2.18079098,12.13,83.2,0.74,3.29,2767.0,13876.96,69.3
2.543063763,2.8473,152.0,0.215,1.26,1319.0,716.3,26.5
3.31587688,3.152,185.6,0.688,1.27,1097.0,342.77,11.4
14.0498182,2.907,472.0,0.569,1.45,480.0,12.56,14.5
14.03490255,3.638,851.8,0.66,2.41,641.0,39.97,60.9
538.36855,19.26,545.5,0.0671,2.37,237.0,0.74,7.0
8.408878137,3.4967,798.9,0.018,2.28,809.0,101.22,147.2
5.72812616,2.0295,643.4,0.22,1.38,569.0,24.74,20.8
3.55653637,8.7,202.5,0.712,1.7,1272.0,619.57,23.1
6.2820426,7.941,1413.0,0.989,23.76,2021.0,3938.81,103.3
161.252567,23.626,2911.5,0.869,5.04,318.0,2.41,94.7
595.78152,15.97,84.9,0.164,1.18,245.0,0.85,10.6
1.044408447,3.633,46.2,0.1512,1.17,2745.0,13421.48,15.1
16.486796364,7.06797,48942.8,0.309,46.92,1053.0,290.46,3181.5
10.21507506,3.395,258.6,0.1,1.5,780.0,87.48,17.4
0.805267592,0.887,146.6,0.082,1.35,2165.0,5216.79,9.8
9.59068586,3.452,544.6,0.359,3.93,1087.0,329.34,40.0
0.98041685,0.919,105.7,0.446,0.75,1388.0,880.5,8.8
0.692978457,1.1366,61.0,0.938,2.24,3186.0,24240.83,20.9
38.7149617,3.441,694.8,0.691,2.62,498.0,14.55,16.2
24.2101973,4.046,458.0,0.45,1.5,451.0,9.8,14.1
4.12511935,2.877,114.7,0.253,0.88,1016.0,252.18,21.6
7.0106324,3.0688,327.3,0.683,1.5,738.0,70.32,48.7
2.21316437,3.874,116.1,0.672,0.95,1374.0,841.98,27.9
184.52015392,15.3564,49269.0,0.886,23.38,275.0,1.36,1759.1
5.39525573,7.8377,104242.0,1.0,152.74,1992.0,3721.55,175.7
0.686994057,3.5252,2797.1,1.261,35.3,2063.0,4267.13,136.6
27.308150159,4.43906,388005.0,0.167,47.06,523.0,17.75,820.9
22.20809549,7.3327,463.2,0.017,3.02,803.0,98.36,92.7
12.70636123,2.395,871.7,0.793,2.75,697.0,55.86,54.0
1.02104719,6.39,246.1,1.0867,13.68,2129.0,4852.49,18.5
71.52543938,5.9189,5904.3,0.066,5.76,340.0,3.15,111.3
15.87360981,3.5246,415.6,0.395,1.53,632.0,37.68,38.4
1.506019633,2.408,136.9,0.528,1.08,1628.0,1660.03,18.8
365.994154,13.071,698.5,0.8353,2.87,263.0,1.14,23.8
2.199069234,6.30646,225250.0,0.762,118.99,2104.0,4632.97,5915.4
0.566811926,4.181,82.6,0.681,0.91,2293.0,6584.06,22.5
371.90464,25.36,519.1,0.922,2.88,271.0,1.28,14.4
16.08832318,5.731,597.8,0.648,3.42,875.0,138.64,31.3
10.636305846,5.17212,216063.0,0.398,64.91,1110.0,358.62,1419.0
21.30020491,4.0852,659.8,0.075,2.99,725.0,65.37,58.1
122.8799543,7.835,717.7,0.872,2.7,326.0,2.66,41.9
4.35407371,2.427,277.1,0.734,1.63,1043.0,279.53,19.0
614.39054,9.312,289.1,0.11,2.43,269.0,1.24,10.2
9.43414171,2.8112,3977.0,0.538,5.73,791.0,92.39,40.2
3.289726319,2.3274,234.9,0.052,1.37,1116.0,367.18,27.0
9.5497037,1.881,706.7,0.028,1.45,456.0,10.25,12.4
15.873380595,8.0429,208362.0,3.454,630.53,962.0,202.23,978.2
30.0899459,6.654,242.6,0.907,2.25,660.0,44.79,16.6
24.5709023,3.587,764.2,0.945,2.82,505.0,15.33,26.3
1.387838134,2.252,136.8,0.38,1.24,1783.0,2378.53,20.4
184.568,13.09,409.9,0.2544,1.53,282.0,1.5,10.2
0.733724504,2.208,45.9,0.257,0.96,2601.0,10830.96,21.4
41.0772969,5.525,1216.8,0.03,3.25,523.0,17.74,28.8
0.933749106,4.256,186.2,0.736,3.22,2863.0,15822.49,136.3
14.5862195,2.733,202.2,0.0133,1.17,702.0,57.32,9.3
9.8338474,14.585,57.6,0.733,0.98,946.0,188.78,23.8
8.63050092,3.144,325.8,0.595,1.43,739.0,70.63,14.9
3.70063251,5.408,68.6,0.71,1.24,1329.0,737.02,29.8
100.3039228,8.702,5450.0,1.256,29.55,313.0,2.26,63.2
0.887691177,1.644,37.3,0.419,1.53,2709.0,12704.16,20.8
6.150529292,4.4562,2417.1,1.236,49.79,1421.0,964.26,301.4
7.35390869,2.061,92.9,0.375,2.29,1483.0,1141.53,11.1
1.575631524,2.59202,25626.6,1.065,28.66,1577.0,1464.43,465.4
378.65484,11.3,247.8,0.243,1.53,258.0,1.04,6.8
4.61225043,2.695,29.1,0.012,0.51,1032.0,268.27,13.7
4.331392455,3.7278,200403.0,0.306,38.82,1051.0,288.51,1234.3
20.2642023,4.664,185.3,0.914,2.12,770.0,82.92,19.9
209.941369,2.97,477.3,0.157,14.36,651.0,42.43,10.2
1.559090282,4.95211,226981.0,0.375,129.87,2905.0,16893.61,1315.5
2.1990638,3.197,344.8,0.489,1.33,1087.0,330.97,19.3
1.195515251,5.0834,8054.4,1.281,49.33,1959.0,3469.7,309.1
127.905412,14.475,4020.6,0.47,8.03,401.0,6.09,171.0
13.21409607,3.5641,1154.8,0.812,2.77,629.0,36.95,38.0
8.84784273,2.0572,460.2,0.047,1.15,479.0,12.48,21.1
0.93373716,5.015,144.9,0.793,1.14,1666.0,1811.1,16.0
70.37626987,6.4205,116050.0,0.944,40.43,373.0,4.59,759.7
12.05705659,2.3462,523.9,0.548,1.96,689.0,53.26,20.8
25.503628,3.913,204.4,0.953,1.61,586.0,27.85,13.3
5.24970432,2.746,61.9,0.248,0.67,954.0,195.3,13.9
2.972047661,1.198,5945.0,1.207,24.74,881.0,142.01,20.0
35.8726918,4.402,916.3,0.963,62.51,1670.0,1837.31,24.6
1.217266418,3.3208,5811.5,0.878,14.49,2378.0,7548.29,603.4
1.269091415,1.4647,340.9,0.412,1.41,1331.0,740.47,73.5
2.92721119,2.545,170.2,0.043,1.29,1258.0,593.23,18.0
1.399326503,1.8305,206.4,0.009,1.0,1143.0,402.58,22.7
28.46464804,2.6657,1629.8,0.035,1.87,301.0,1.95,28.9
50.79034648,10.8474,5671.1,0.058,10.6,612.0,33.12,508.8
0.623441939,1.4053,128.1,1.027,13.89,3219.0,25489.88,40.6
1.429439352,2.424,3367.1,1.298,54.36,2079.0,4417.56,292.0
321.55087,5.863,397.0,0.1608,1.68,250.0,0.92,8.2
1.219568047,1.5681,494.9,0.067,1.51,1252.0,578.96,65.9
4.69505576,3.058,240.0,0.204,1.49,1098.0,343.6,15.9
12.5748872,3.549,731.0,0.035,1.03,349.0,3.49,7.8
586.63177,7.299,199.9,0.0345,1.18,189.0,0.3,8.4
2.102416517,1.7684,1502.5,1.236,29.29,1435.0,1003.06,94.3
64.2729088,12.136,1213.9,0.908,5.38,554.0,22.31,27.4
6.02977241,3.961,54.6,0.379,1.18,1204.0,496.46,11.5
4.326946311,5.55905,409031.0,0.482,106.99,1481.0,1137.15,4247.8
5.90127815,2.1979,1525.2,0.03,1.94,514.0,16.54,56.6
61.2563628,7.633,5123.3,1.248,39.87,505.0,15.43,85.3
11.39169531,5.0,51.0,0.849,1.02,886.0,145.67,19.0
104.3519624,3.695,243.8,0.532,1.39,355.0,3.74,15.8
38.3262237,3.073,392.1,0.963,2.43,480.0,12.56,15.0
1.766789509,1.3345,1009.8,0.066,1.4,730.0,66.95,26.7
12.4254201,18.56,144.5,0.428,0.84,659.0,44.57,24.9
12.99204853,6.0175,270.6,0.091,2.03,866.0,132.94,38.7
1.035329922,3.8022,992.8,1.243,105.66,3654.0,42120.85,178.0
9.93442075,7.8219,55965.0,1.117,34.03,679.0,50.35,529.0
2.151384476,3.34471,263861.0,0.237,66.2,1725.0,2097.48,2657.6
31.5073649,7.362,330.5,0.774,0.74,253.0,0.97,15.4
7.7553808,22.321,839.6,1.235,22.2,822.0,107.76,55.9
1.194812329,1.3777,189.5,0.404,1.36,1806.0,2521.46,41.2
3.504691252,1.9811,315.1,0.741,2.03,1165.0,435.21,67.5
8.7348852,4.49,270.7,0.314,1.59,890.0,148.62,24.8
404.701927,3.981,236.2,0.2598,1.94,298.0,1.85,7.8
1.23138339,3.943,72.7,0.348,0.82,1648.0,1746.21,21.0
3.671661096,4.29947,129243.0,0.923,105.82,1967.0,3539.43,3152.6
3.269176601,2.7233,59095.0,2.195,164.61,1349.0,781.57,515.5
25.8474958,5.985,537.4,0.054,2.4,672.0,48.23,27.3
190.65896,35.472,552.8,0.9508,2.54,281.0,1.46,18.3
2.684328541,2.69382,18136.5,0.076,12.73,1265.0,603.57,2833.1
1.12976597,3.096,133.7,0.338,0.83,1429.0,987.44,14.3
54.4205407,8.559,598.0,0.9414,3.2,574.0,25.6,44.9
18.64349986,1.8491,813.4,0.774,2.14,517.0,16.91,16.1
13.0313583,4.521,573.3,0.813,2.88,774.0,84.94,18.9
16.473474,4.201,470.5,0.014,1.63,612.0,33.22,13.0
4.012537983,2.0101,19796.0,0.783,9.96,765.0,80.95,166.0
9.65349016,2.9029,1308.6,0.149,2.41,611.0,32.98,63.1
1.03905082,3.035,43.8,0.4522,0.87,2297.0,6581.45,9.9
6.26404774,2.39,378.7,0.232,1.55,809.0,101.27,20.1
2.415925551,9.7769,560970.0,0.511,300.82,3329.0,29070.1,1598.3
36.6092739,1.835,1102.0,0.26,52.42,1623.0,1640.55,7.6
5.2436612,11.39,88.3,0.436,1.1,1249.0,574.76,14.5
0.636424848,0.947,217.9,0.319,1.31,1846.0,2754.93,18.1
1.54039744,1.787,127.6,0.723,1.08,1520.0,1267.95,7.0
2.243016513,2.721,299.6,0.737,1.37,1167.0,438.46,59.1
3.255189932,2.7117,119.2,0.447,1.39,1390.0,880.52,38.3
25.9522401,20.813,2896.9,1.375,42.91,572.0,25.35,90.5
22.571972634,4.00349,79325.7,1.056,46.14,617.0,34.24,1040.1
1.25625738,9.726,15.2,0.8208,1.32,3507.0,35745.58,50.1
1.838514968,2.7391,2721.7,0.045,4.86,1426.0,974.1,63.7
2.879243323,2.6273,48050.0,0.709,21.02,1244.0,565.39,200.5
3.72273683,8.552,37.8,0.52,0.52,1104.0,350.89,14.7
226.499243,1.328,127.4,0.266,0.89,245.0,0.86,4.7
12.71368909,1.875,192.2,0.196,1.09,700.0,56.78,9.8
1.157804607,4.66082,605713.0,0.26,118.11,2255.0,6116.99,1837.9
3.74784374,3.658,116.5,0.093,1.08,1226.0,534.57,12.8
14.323889947,4.83729,69071.6,1.073,45.93,720.0,63.62,834.3
383.937324,2.884,627.7,0.011,7.9,389.0,5.43,10.8
365.13981,4.46,531.0,0.0901,1.86,228.0,0.64,7.9
171.69799,2.904,878.0,0.2266,39.78,878.0,140.73,7.7
0.50727675,2.32,214.7,0.429,1.7,2449.0,8524.12,33.5
17.02902786,4.645,568.9,0.202,2.54,755.0,76.66,29.8
2.832647249,2.306,114.7,0.374,1.37,1453.0,1054.98,27.5
0.796722833,2.4551,107.1,0.601,1.44,2401.0,7844.64,43.9
2.41795911,2.727,100.5,0.145,0.53,878.0,140.54,10.1
0.798200403,1.8261,396.8,1.193,24.03,2128.0,4875.01,65.9
1.33258981,3.987,78.4,0.223,0.67,1369.0,832.33,16.1
30.1837021,5.879,974.9,0.011,3.65,634.0,38.2,37.9
92.7297248,6.83,1257.5,0.857,2.81,276.0,1.38,43.3
0.594274521,2.162,4691.5,0.833,8.7,2436.0,8367.99,83.9
31.5925809,13.566,145.1,0.283,1.78,688.0,53.09,25.5
1.233076007,12.506,1392.4,1.312,31.39,1513.0,1237.97,129.3
3.24325988,3.03318,16450.9,0.117,12.91,1243.0,563.17,1586.2
3.42806306,2.417,178.4,0.082,1.21,1131.0,386.14,16.6
0.423854275,1.0198,235.3,0.449,0.58,1062.0,301.79,33.3
8.254912972,6.8822,19242.4,0.532,11.86,793.0,93.46,438.2
19.40393776,12.2155,8918.7,0.804,7.18,523.0,17.69,214.7
3.326193904,2.08375,178470.0,0.001,14.72,521.0,17.41,502.0
3.949627144,1.5485,807.2,0.049,2.32,966.0,206.05,45.1
1.237147407,7.06623,435364.0,0.466,106.18,2107.0,4680.26,5557.4
4.8807805,9.4,79.0,0.581,0.48,706.0,58.98,15.9
15.90688891,3.9879,924.7,0.014,2.35,588.0,28.32,75.0
0.678137665,1.00718,885.0,1.263,30.37,2274.0,6364.7,172.7
45.43324862,14.242,414352.0,0.489,77.25,529.0,18.46,1337.0
5.05368985,2.514,171.5,0.53,1.21,1007.0,243.06,11.5
3.82223397,1.924,362.7,0.725,1.05,601.0,30.84,15.9
1.50650136,3.1126,66.9,0.556,0.8,1562.0,1403.44,41.9
0.755049082,2.09643,26067.9,1.225,30.47,1551.0,1372.84,683.7
160.130899,13.775,1183.0,0.791,6.67,450.0,9.68,32.4
44.0003975,5.1115,599.6,0.032,1.56,377.0,4.79,43.3
2.92928244,6.794,268.6,1.14,38.42,2112.0,4706.45,39.2
2.85188338,2.666,114.9,0.578,1.23,1398.0,903.77,10.1
12.466004437,5.0066,2232.1,0.209,5.65,897.0,152.76,304.6
2.32539968,16.791,288.1,1.004,9.76,2501.0,9234.82,79.9
14.58649856,4.0249,378.7,0.665,2.45,852.0,124.89,53.0
3.85690686,2.0808,127.8,0.466,0.93,972.0,210.44,24.3
386.6030528,6.8057,24926.6,0.9765,41.5,297.0,1.84,994.0
33.46947449,11.8874,164608.0,0.315,127.38,972.0,211.38,1255.2
2.023126394,1.2771,72.2,0.391,0.92,1607.0,1582.75,19.2
20.68420772,6.4415,858.5,0.488,3.28,729.0,66.83,59.6
27.4345973,5.038,472.6,0.603,2.56,672.0,48.29,25.3
5.29730786,4.02,190.8,0.728,1.49,1044.0,281.21,13.1
1.231364189,5.8574,1097.1,0.995,5.39,1707.0,2005.15,229.7
2.881100027,9.43866,662832.0,0.829,446.29,2946.0,17809.19,3316.5
17.3408735,3.398,159.0,0.489,1.43,755.0,76.86,13.5
367.95566,21.877,1414.1,0.957,3.62,183.0,0.27,13.7
58.5850357,3.5939,75468.0,1.309,149.98,707.0,59.16,656.5
1.33256418,4.701,162.3,0.559,0.81,1262.0,602.26,20.7
16.31328124,4.45731,71589.0,0.768,30.85,747.0,73.51,982.3
7.44042933,2.991,547.3,0.968,2.74,883.0,144.12,34.0
19.30112039,6.0752,232.3,0.862,1.66,669.0,47.49,45.0
6.383159135,1.7504,2313.2,0.197,2.73,530.0,18.73,64.4
1.00652785,1.3175,125.9,0.467,1.03,1815.0,2556.97,17.9
0.99519559,2.293,13.7,0.0372,0.29,1624.0,1642.44,7.4
1.227986164,1.551,150.5,0.477,1.17,1673.0,1846.47,14.8
3.900109346,3.9037,126194.0,0.733,40.37,1160.0,427.83,448.0
0.996864568,1.098,86.7,0.644,0.77,1588.0,1505.33,21.4
31.7787564,8.093,262.0,0.29,1.5,564.0,23.96,25.9
1.877350712,1.7478,185.6,0.297,1.46,1650.0,1755.2,23.1
1.772451066,2.4592,79.2,0.006,1.02,1685.0,1904.34,22.4
1.665784138,1.8946,2006.2,1.27,97.27,2636.0,11424.49,148.0
6.76690759,1.7062,249.3,0.648,1.31,781.0,87.79,29.7
469.52303,5.487,355.7,0.733,2.1,252.0,0.95,10.5
0.630539713,1.7407,239.6,1.2,21.07,1936.0,3333.18,27.7
95.178317934,3.60125,128575.0,0.761,28.75,272.0,1.29,2279.1
3.705991661,5.1658,501.4,0.623,2.43,1281.0,637.42,100.3
69.8956789,5.276,548.4,0.872,3.04,442.0,8.99,21.9
56.3587987,6.927,2559.6,0.906,5.04,419.0,7.29,44.4
169.894419,2.525,178.7,0.3241,2.66,492.0,13.85,6.3
217.83184293,21.306,9148.7,0.004,11.17,343.0,3.29,1244.4
115.6863392,4.65,945.9,0.226,3.52,401.0,6.09,20.7
6.98141327,6.527,38.0,0.699,1.42,1384.0,865.81,20.9
357.77096,12.999,216.3,0.1056,1.42,249.0,0.9,9.7
2.243015737,4.31675,277946.0,0.661,92.34,1813.0,2547.31,5552.2
1.053573674,1.70116,3063.0,1.308,299.87,4319.0,81969.77,445.3
4.2856756,4.059,31.4,0.5445,2.13,1790.0,2429.13,8.3
10.06083238,4.5718,460.2,0.672,2.58,899.0,154.16,86.4
6.47179275,6.788,402.5,0.014,2.08,1075.0,316.0,30.7
66.713573,4.487,63.9,0.4916,0.98,555.0,22.47,6.7
92.7495777,5.506,1105.1,0.019,1.87,240.0,0.78,18.0
0.616386349,0.8136,79.4,0.226,2.94,3552.0,37463.63,21.9
6.10968225,5.735,60.3,0.108,0.79,1093.0,337.78,18.6
1.615758517,1.734,41.7,0.234,1.31,2158.0,5140.67,18.0
33.878639,6.194,700.1,0.923,3.52,564.0,24.0,27.9
8.50339249,2.9569,188.9,0.825,1.95,1021.0,257.22,28.5
161.515617,6.548,2215.3,0.001,2.88,211.0,0.47,25.2
0.524175803,0.7648,236.8,0.318,1.27,1891.0,3049.23,22.4
499.88159,13.39,184.4,0.671,2.61,338.0,3.07,12.4
0.660663034,2.81,134.0,0.025,1.32,2385.0,7605.89,23.3
3.359470825,2.14715,2707.8,1.281,129.93,2421.0,8125.7,504.1
8.00504749,3.32,187.5,0.054,1.52,1035.0,271.68,15.6
1.311558909,1.919,141.3,0.218,1.15,1655.0,1776.99,17.2
520.58269,2.264,348.0,0.045,1.94,244.0,0.83,6.0
4.125543472,3.1744,1487.3,0.597,4.43,1243.0,565.35,128.6
1.461270059,16.467,3348.7,1.288,26.29,1253.0,583.36,131.0
12.427135,12.81,32.5,0.011,1.05,1143.0,403.8,4.2
5.455766383,2.8923,104538.0,0.794,28.2,795.0,94.27,536.8
5.69059163,2.557,1384.3,0.573,3.1,860.0,129.31,45.5
2.119100054,8.2163,1651.1,1.247,34.34,1571.0,1435.29,195.7
0.566799833,5.543,198.0,0.851,1.27,1900.0,3084.6,54.0
16.83203175,4.031,326.0,0.533,1.86,690.0,53.44,21.6
0.844786082,3.5289,2468.5,1.297,35.27,1864.0,2846.03,245.6
2.976020742,3.73,114.9,0.721,2.07,1740.0,2169.16,60.6
33.1362861,4.163,825.2,0.791,2.05,357.0,3.86,16.3
1.1578141,3.253,54.8,0.564,1.24,2133.0,4895.77,27.8
2.136577151,2.4682,79078.0,0.996,43.89,1311.0,698.75,124.3
8.30865307,3.2747,836.1,0.333,2.42,747.0,73.53,74.3
364.33929,13.486,1944.0,0.934,4.4,228.0,0.64,15.9
15.995094054,8.45037,44315.3,0.272,17.09,676.0,49.26,2019.7
66.1843646,5.155,560.5,0.877,2.72,436.0,8.57,21.3
26.7575866,5.858,455.3,0.407,2.28,660.0,44.86,17.7
13.73808249,3.354,660.7,0.957,3.84,912.0,163.52,68.4
8.58600968,3.3443,102.1,0.728,1.84,1208.0,503.98,23.2
2.15052332,3.447,115.5,0.0303,1.17,1410.0,934.17,11.0
2.073873563,6.5605,603811.0,0.198,274.78,3150.0,23242.18,637.1
334.87402,35.42,387.8,1.165,47.48,408.0,6.52,19.1
3.91794676,2.549,116.5,0.337,0.94,1030.0,266.81,13.5
94.289223,4.102,505.4,0.613,2.11,369.0,4.39,22.5
9.60853601,3.672,584.4,1.229,31.99,984.0,221.77,19.3
