,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
266,K00126.01,FALSE POSITIVE,33.80364366,11.4813,13494.4,0.023,20.7,745.0,72.71,529.9
267,K00923.01,CONFIRMED,5.743469797,3.4412,1240.2,0.001,3.13,982.0,219.95,79.7
268,K00925.01,FALSE POSITIVE,19.974485239,4.23479,40293.1,0.886,26.56,700.0,56.84,1398.8
269,K00926.01,CONFIRMED,3.166353562,3.3129,1473.4,0.032,3.82,1273.0,621.92,128.3
270,K00927.01,FALSE POSITIVE,23.899634407,3.81881,20953.1,1.245,44.04,652.0,42.8,547.8
271,K00939.01,CONFIRMED,3.388012244,2.6849,280.1,0.433,2.11,1315.0,705.93,30.6
272,K00939.02,CONFIRMED,5.83909761,3.1915,273.6,0.341,2.06,1097.0,341.48,25.2
273,K00939.03,CONFIRMED,1.620467654,2.1888,159.6,0.271,1.57,1681.0,1893.42,22.7
274,K00939.04,CONFIRMED,10.6816951,3.605,307.8,0.646,2.3,897.0,152.75,21.9
275,K00940.01,CONFIRMED,6.104849417,4.6912,2090.3,0.041,3.18,784.0,89.25,293.7
276,K00127.01,CONFIRMED,3.578780566,2.91089,11382.2,0.079,10.43,1145.0,406.6,1838.4
277,K00933.01,FALSE POSITIVE,3.187067566,3.119,1037.4,1.234,23.88,1079.0,319.76,37.2
278,K00934.01,CONFIRMED,5.826657508,2.9183,1539.1,0.033,4.09,1013.0,248.57,81.1
279,K00934.02,CONFIRMED,12.41216347,3.739,611.3,0.021,2.58,787.0,90.65,25.6
280,K00934.03,CONFIRMED,18.74649011,3.895,796.8,0.508,3.05,686.0,52.38,26.7
281,K00935.01,CONFIRMED,20.86021229,5.1937,1910.5,0.066,5.5,781.0,87.76,117.0
282,K00935.02,CONFIRMED,42.63427848,6.1998,1719.3,0.142,5.22,615.0,33.82,78.7
283,K00935.03,CONFIRMED,87.6476068,8.871,1009.6,0.147,4.0,484.0,12.94,37.5
284,K00936.01,CONFIRMED,9.467821474,2.4327,2237.0,0.081,2.13,407.0,6.47,124.7
285,K00936.02,CONFIRMED,0.893040969,1.0981,741.7,0.009,1.24,893.0,151.14,87.8
286,K00128.01,CONFIRMED,4.942783419,3.25346,11144.7,0.566,10.62,1008.0,244.42,2040.7
287,K00937.01,CONFIRMED,20.83426731,4.0454,988.4,0.256,2.74,595.0,29.62,45.1
288,K00938.01,CONFIRMED,9.94602357,3.3862,994.5,0.035,3.12,807.0,100.34,51.0
289,K00938.02,CONFIRMED,1.04562195,1.8955,213.0,0.037,1.45,1710.0,2031.84,25.3
290,K00938.03,CONFIRMED,5.71462396,2.336,297.8,0.503,1.78,971.0,210.16,16.7
291,K00145.01,FALSE POSITIVE,102.9641952,15.735,1896.7,0.922,39.0,797.0,95.4,86.1
292,K01102.02,CONFIRMED,8.14515981,5.073,446.8,0.965,3.43,1050.0,287.91,32.2
293,K01102.03,CONFIRMED,18.9985279,4.529,430.7,1.3,43.17,792.0,93.03,16.9
294,K01102.04,CONFIRMED,4.24439049,3.282,174.0,0.949,2.07,1305.0,686.99,15.1
295,K00150.02,CONFIRMED,28.5742692,4.9427,824.9,0.068,2.32,538.0,19.83,97.1
296,K01170.01,CONFIRMED,7.34373964,1.1784,574.4,0.185,1.84,839.0,117.5,32.2
297,K01171.01,FALSE POSITIVE,0.445277068,3.539,186.7,1.2962,35.74,2562.0,10177.11,28.9
298,K00966.01,FALSE POSITIVE,0.379463865,0.86896,1973.3,1.246,59.56,3000.0,19256.81,458.6
299,K00967.01,FALSE POSITIVE,9.88047978,2.78458,18541.0,1.02,23.6,860.0,129.45,534.5
300,K00968.01,FALSE POSITIVE,4.6484156,38.1939,128.4,0.968,5.06,2259.0,6152.88,91.7
301,K00969.01,FALSE POSITIVE,17.512014768,1.8248,4511.7,0.994,13.66,804.0,98.77,322.3
302,K01044.01,FALSE POSITIVE,0.525154153,2.1441,747.5,1.226,23.61,2073.0,4391.51,116.1
303,K01045.01,FALSE POSITIVE,1.303861044,4.0541,598.2,1.258,27.85,1610.0,1595.19,140.6
305,K01047.01,FALSE POSITIVE,2.55549176,9.083,113.8,1.228,23.35,1312.0,701.68,24.3
306,K00014.01,FALSE POSITIVE,2.947376671,2.0911,433.2,2.641,403.59,2404.0,7903.84,62.3
307,K00139.01,CONFIRMED,224.7789355,11.1899,3487.5,0.652,7.67,333.0,2.92,235.7
308,K01104.01,FALSE POSITIVE,0.890110752,0.8774,321.5,0.216,1.25,1372.0,838.42,19.6
309,K01105.01,FALSE POSITIVE,5.76573396,2.924,248.0,0.708,7.47,1964.0,3518.78,22.2
310,K01106.01,CONFIRMED,7.42608123,3.6379,443.3,0.097,2.47,1037.0,273.78,37.5
311,K01106.02,CONFIRMED,15.9868932,4.158,178.5,0.533,1.62,803.0,98.51,10.9
312,K01107.01,FALSE POSITIVE,0.73094589,4.32,250.2,1.169,17.12,1922.0,3248.17,37.5
313,K01108.01,CONFIRMED,18.92537246,3.9835,640.9,0.806,13.92,1171.0,443.58,41.0
314,K01172.01,FALSE POSITIVE,0.933749106,4.256,186.2,0.736,3.22,2863.0,15822.49,136.3
315,K01173.01,FALSE POSITIVE,2.037440623,3.442,118.6,0.715,1.19,1572.0,1448.05,27.0
316,K01175.01,CONFIRMED,31.5925809,13.566,145.1,0.283,1.78,688.0,53.09,25.5
317,K01175.02,CONFIRMED,17.157236,11.284,110.4,0.238,1.55,844.0,119.87,23.6
318,K01176.01,CONFIRMED,1.97376085,1.82542,30222.4,0.337,8.78,753.0,76.1,1252.5
319,K00972.01,CONFIRMED,13.118962443,4.3045,372.2,0.042,8.25,1768.0,2310.43,267.4
320,K00133.01,FALSE POSITIVE,4.618767792,5.9957,4399.1,0.766,7.48,1170.0,442.78,270.1
321,K00975.01,CONFIRMED,2.785821236,3.5599,68.9,0.893,1.69,1784.0,2388.98,53.6
322,K00976.01,FALSE POSITIVE,52.56901867,6.7507,26900.0,1.197,78.54,737.0,69.62,184.3
323,K01048.01,FALSE POSITIVE,3.411758679,3.158,570.6,1.213,14.71,684.0,51.85,35.6
324,K01049.01,FALSE POSITIVE,0.525426427,1.0801,324.6,0.113,1.45,2069.0,4349.62,63.6
325,K01050.01,CONFIRMED,1.269091415,1.4647,340.9,0.412,1.41,1331.0,740.47,73.5
326,K01050.02,CONFIRMED,2.853133997,1.465,277.1,0.698,1.36,1016.0,251.77,39.7
327,K01051.01,CONFIRMED,6.79685353,3.1702,393.1,0.62,2.01,985.0,222.91,29.8
328,K00146.01,FALSE POSITIVE,8.667822346,4.9658,2121.9,1.276,67.37,1303.0,681.39,187.6
329,K01108.02,CONFIRMED,1.475323222,2.3155,154.9,0.136,5.88,2740.0,13331.51,27.2
330,K01108.03,CONFIRMED,4.15246118,2.5755,223.4,0.639,7.62,1941.0,3354.56,24.5
332,K01110.01,CONFIRMED,8.7348852,4.49,270.7,0.314,1.59,890.0,148.62,24.8
333,K01111.01,FALSE POSITIVE,10.26547688,3.733,399.6,0.69,1.81,770.0,83.13,20.1
334,K01177.01,FALSE POSITIVE,3.305577989,2.5903,17971.0,1.145,25.89,1027.0,263.55,39.6
335,K01178.01,FALSE POSITIVE,4.800653901,9.0419,15304.4,0.785,16.91,1347.0,778.45,298.0
336,K01179.01,FALSE POSITIVE,15.06649901,5.9885,36348.0,1.018,56.44,932.0,177.96,154.6
337,K01180.01,FALSE POSITIVE,34.82008158,11.1711,18847.8,0.663,11.36,459.0,10.49,882.6
338,K01181.01,FALSE POSITIVE,0.651784374,2.0141,2779.3,1.224,33.65,2090.0,4500.59,195.2
339,K00977.01,FALSE POSITIVE,1.353771892,7.012,1349.1,1.203,430.99,4903.0,136609.48,76.7
340,K00978.01,FALSE POSITIVE,18.95491633,24.249,867.5,1.228,71.39,1139.0,397.48,249.3
341,K00979.01,FALSE POSITIVE,4.348866254,3.2797,625.6,1.187,2436.69,6421.0,401588.95,56.3
342,K00980.01,FALSE POSITIVE,47.93094546,2.6897,2144.4,1.272,68.02,905.0,158.41,221.1
343,K00981.01,FALSE POSITIVE,3.99751422,3.686,32.8,0.0303,2.98,2203.0,5563.95,6.1
344,K00982.01,FALSE POSITIVE,1.592633181,5.5605,633.1,0.003,1.56,1053.0,290.51,66.9
345,K00134.01,CONFIRMED,67.5923754,12.249,4158.1,0.728,12.1,588.0,28.2,60.9
346,K01052.01,CONFIRMED,17.02902786,4.645,568.9,0.202,2.54,755.0,76.66,29.8
347,K01052.02,CONFIRMED,6.84619236,3.529,246.8,0.077,1.67,1022.0,258.41,17.7
348,K01052.03,CONFIRMED,67.8321638,7.358,507.8,0.027,2.39,476.0,12.14,15.5
349,K01052.04,CONFIRMED,43.1312147,3.198,447.8,0.67,2.39,554.0,22.21,11.8
350,K01053.01,CONFIRMED,1.224866441,1.7086,196.0,0.286,1.54,1741.0,2174.33,21.1
351,K01112.01,CONFIRMED,37.8102649,8.733,570.3,0.061,2.33,566.0,24.27,35.2
352,K01113.01,CONFIRMED,25.93406406,4.6142,414.5,0.014,2.48,695.0,55.1,42.2
353,K01113.02,CONFIRMED,83.4463485,6.536,503.0,0.058,2.73,471.0,11.59,36.1
354,K01114.01,FALSE POSITIVE,7.04710032,2.926,400.9,1.195,25.2,986.0,223.84,24.0
355,K01115.01,CONFIRMED,12.99204853,6.0175,270.6,0.091,2.03,866.0,132.94,38.7
356,K01182.01,FALSE POSITIVE,11.11620211,4.211,4843.9,0.937,8.96,853.0,125.21,115.3
357,K01183.01,FALSE POSITIVE,1.922861499,3.5734,1916.2,0.943,5.09,1392.0,884.12,103.4
358,K01184.01,FALSE POSITIVE,0.635445336,1.8592,2547.4,1.253,19.0,1177.0,451.42,182.2
359,K01185.01,FALSE POSITIVE,1.665784138,1.8946,2006.2,1.27,97.27,2636.0,11424.49,148.0
360,K01186.01,FALSE POSITIVE,55.6639167,23.546,3414.4,1.298,34.14,434.0,8.38,103.4
361,K00152.01,CONFIRMED,52.09081627,8.6388,2894.1,0.065,7.14,592.0,29.07,243.5
362,K00983.01,FALSE POSITIVE,7.1548608,7.694,780.4,0.9848,7.41,1482.0,1141.57,24.2
363,K00984.01,CONFIRMED,4.28746668,1.5693,790.1,0.374,2.29,942.0,186.31,19.4
364,K00985.01,FALSE POSITIVE,2.002779769,2.231,260.5,0.242,1.42,1311.0,696.4,22.2
365,K00986.01,CONFIRMED,8.18739443,3.0472,517.6,0.377,1.92,782.0,88.36,38.4
366,K00986.02,CONFIRMED,76.0498163,7.158,445.9,0.015,1.75,372.0,4.53,17.4
367,K00139.02,CONFIRMED,3.341799486,2.9254,178.2,0.426,1.67,1356.0,798.41,48.8
368,K01054.01,FALSE POSITIVE,3.3226948,3.568,78.7,0.4722,15.33,3859.0,52428.3,8.6
369,K01055.01,FALSE POSITIVE,36.97708808,4.737,1269.9,1.246,38.6,602.0,31.08,59.2
370,K01056.01,FALSE POSITIVE,1.851409163,10.232,232.5,1.1117,20.42,2154.0,5090.14,54.4
371,K01057.01,FALSE POSITIVE,1.303859704,2.8239,36.7,0.674,0.98,2393.0,7759.2,34.7
372,K00147.01,FALSE POSITIVE,145.5624926,5.4126,2931.6,1.274,40.15,387.0,5.33,58.1
373,K01116.01,CONFIRMED,3.749105745,1.9826,182.6,0.942,1.68,1160.0,428.25,38.0
374,K01117.01,CONFIRMED,11.08956602,6.2877,148.1,0.02,3.51,1422.0,965.62,38.9
375,K01119.01,FALSE POSITIVE,7.24476126,2.3145,58.0,0.04,0.65,837.0,116.02,27.2
376,K01194.01,CONFIRMED,8.70798309,2.4904,1419.6,0.063,2.01,543.0,20.59,28.1
377,K01194.03,CONFIRMED,4.17634276,2.335,531.5,0.142,1.23,694.0,54.8,14.9
378,K00152.02,CONFIRMED,27.40229859,6.8491,747.5,0.022,3.63,734.0,68.46,79.3
379,K00987.01,CONFIRMED,3.179267286,1.0246,200.9,0.171,1.21,1101.0,347.01,41.0
380,K00988.01,CONFIRMED,10.38122447,2.715,801.5,0.319,2.18,672.0,48.37,41.9
381,K00988.02,CONFIRMED,24.5709023,3.587,764.2,0.945,2.82,505.0,15.33,26.3
382,K00989.01,FALSE POSITIVE,81.221876,4.1135,9883.0,1.01,16.59,385.0,5.2,63.0
383,K00989.02,FALSE POSITIVE,0.817026268,2.0799,1145.5,0.01,2.92,1784.0,2386.13,121.1
384,K00135.01,CONFIRMED,3.024092505,2.8021,7765.0,0.424,12.14,1489.0,1162.54,1225.3
385,K01058.01,FALSE POSITIVE,5.670155713,0.9361,536.7,1.267,5.85,341.0,3.21,37.3
386,K01059.01,CONFIRMED,1.022678654,1.3712,129.2,0.019,1.14,1734.0,2138.47,21.6
387,K01060.01,CONFIRMED,12.10968709,6.3461,284.7,0.924,2.98,1005.0,240.8,33.4
388,K01060.02,CONFIRMED,4.75796103,4.66,124.5,0.621,1.7,1372.0,835.65,20.9
389,K01060.03,CONFIRMED,20.4972755,8.536,242.9,0.966,2.96,843.0,119.42,22.8
390,K01119.02,FALSE POSITIVE,13.55480534,2.288,48.3,0.497,0.62,679.0,50.41,16.5
391,K01120.01,FALSE POSITIVE,29.74454668,23.2842,66894.0,0.337,20.06,455.0,10.1,765.0
392,K01121.01,FALSE POSITIVE,14.15402428,4.47001,61625.1,1.1,53.25,777.0,86.13,930.3
393,K01122.01,FALSE POSITIVE,0.844786082,3.5289,2468.5,1.297,35.27,1864.0,2846.03,245.6
394,K01123.01,FALSE POSITIVE,0.848483947,1.4451,1907.4,1.264,32.11,1908.0,3117.82,185.0
395,K01124.01,FALSE POSITIVE,11.99097576,5.7401,2124.3,1.269,37.47,880.0,141.63,102.8
396,K01199.01,CONFIRMED,53.5292702,5.668,1086.1,0.346,2.28,348.0,3.48,34.5
397,K01200.01,FALSE POSITIVE,0.393726813,2.95,564.6,1.1898,24.17,2705.0,12661.53,64.8
398,K01201.01,CONFIRMED,2.757584622,0.9267,563.1,0.093,1.01,615.0,33.79,19.6
399,K01202.01,CONFIRMED,0.928310036,1.1899,376.2,0.181,1.16,1115.0,365.72,22.6
400,K00152.03,CONFIRMED,13.48457668,5.0197,653.5,0.011,3.39,929.0,176.29,80.8
401,K01203.01,CONFIRMED,31.8841473,6.122,910.0,0.938,3.7,563.0,23.82,25.3
402,K00990.01,FALSE POSITIVE,67.69213907,51.349,25457.2,0.5581,175.98,1173.0,448.21,1328.2
403,K00991.01,CONFIRMED,12.06222962,2.0584,300.2,0.392,1.62,750.0,74.8,32.4
404,K00992.01,CONFIRMED,9.93146307,5.678,398.6,0.037,2.41,931.0,177.83,26.2
405,K00993.01,CONFIRMED,21.85362905,3.439,355.6,0.676,1.75,618.0,34.57,23.0
406,K01060.04,CONFIRMED,8.19345065,5.234,115.4,0.815,1.74,1144.0,405.75,15.7
407,K00140.01,FALSE POSITIVE,19.97867,10.168,944.3,0.923,6.85,1351.0,788.02,86.2
408,K01061.01,CONFIRMED,41.8059544,6.057,434.4,0.029,2.02,533.0,19.02,28.3
409,K01062.01,FALSE POSITIVE,15.45158184,2.406,85.3,0.636,2.02,1285.0,643.83,21.0
410,K01063.01,FALSE POSITIVE,89.698168533,5.5418,273106.0,0.684,102.08,554.0,22.33,3420.3
411,K01064.01,FALSE POSITIVE,1.187352427,4.999,20703.0,1.222,67.35,2251.0,6067.3,717.4
412,K00015.01,FALSE POSITIVE,3.012476582,3.1424,1138.5,1.261,65.25,2371.0,7471.65,253.4
413,K00148.01,CONFIRMED,4.77800306,2.7361,473.0,0.02,1.85,932.0,177.79,115.4
414,K01125.01,FALSE POSITIVE,7.814839231,3.0122,2010.3,0.945,5.33,903.0,156.74,100.0
415,K01126.01,FALSE POSITIVE,29.7452499,22.695,778.9,0.941,3.6,557.0,22.74,55.9
416,K01127.01,CONFIRMED,5.32667299,3.4045,611.4,0.043,2.26,1007.0,242.97,34.1
417,K01187.01,FALSE POSITIVE,0.741057213,1.05299,1996.3,1.26,26.67,1730.0,2128.29,251.9
418,K01188.01,FALSE POSITIVE,2.988085455,3.68,802.8,1.216,21.81,1101.0,348.05,48.2
419,K01189.01,FALSE POSITIVE,2.783883492,2.4546,903.9,1.255,67.17,1934.0,3304.55,86.1
420,K01190.01,FALSE POSITIVE,0.393727296,3.02,903.5,1.228,23.05,2216.0,5746.51,82.4
421,K01191.01,CONFIRMED,8.17242644,3.902,864.3,0.926,3.29,858.0,127.95,37.0
422,K00993.02,CONFIRMED,13.0607936,3.215,236.6,0.718,1.45,734.0,68.66,19.4
423,K00995.01,FALSE POSITIVE,25.9518461,14.581,1058.5,1.22,22.32,521.0,17.37,65.8
424,K00996.01,FALSE POSITIVE,25.9518536,14.755,2017.9,1.25,24.6,494.0,14.09,79.4
425,K00997.01,FALSE POSITIVE,5.68628739,17.573,5559.7,0.8548,4.5,1059.0,297.81,414.4
426,K00136.01,FALSE POSITIVE,15.663886949,2.4775,5144.4,0.985,27.36,1060.0,298.77,175.9
427,K01065.01,FALSE POSITIVE,4.020628573,4.4085,20901.0,0.827,16.94,1232.0,543.92,282.6
428,K01067.01,FALSE POSITIVE,185.02288222,4.87326,43546.7,1.004,49.82,379.0,4.89,938.2
429,K01068.01,FALSE POSITIVE,2.897432135,3.1793,1223.7,0.967,14.35,2170.0,5240.0,73.9
430,K01069.01,CONFIRMED,8.70420525,2.9385,1074.9,0.5,2.86,748.0,74.13,74.0
431,K01127.02,CONFIRMED,8.1280933,3.727,224.1,0.357,1.39,875.0,138.51,10.7
432,K01128.01,CONFIRMED,0.974868896,1.6191,197.6,0.12,1.16,1612.0,1605.87,82.6
433,K01129.01,CONFIRMED,4.89721006,1.812,274.4,0.66,1.48,904.0,157.93,16.9
434,K01130.01,FALSE POSITIVE,2.757794163,2.7644,39043.0,0.8,20.05,1231.0,542.43,349.2
435,K01132.01,FALSE POSITIVE,1.914158508,3.2917,7829.2,0.942,13.63,1646.0,1730.47,124.6
436,K01196.01,FALSE POSITIVE,3.98216698,2.396,381.3,0.775,3.32,1374.0,842.48,27.1
437,K01197.01,FALSE POSITIVE,0.643794198,1.5662,456.7,1.193,19.51,2011.0,3852.91,53.7
438,K01198.01,CONFIRMED,16.08832318,5.731,597.8,0.648,3.42,875.0,138.64,31.3
439,K01198.02,CONFIRMED,10.30067919,4.885,271.8,0.004,2.2,1015.0,251.55,16.4
440,K01198.03,CONFIRMED,35.6757453,7.381,471.2,0.61,3.02,671.0,47.96,18.5
441,K00998.01,FALSE POSITIVE,161.78832712,5.31,87750.0,0.267,36.14,375.0,4.68,704.5
442,K00999.01,CONFIRMED,16.56806842,4.2647,1331.4,0.164,2.54,548.0,21.27,41.9
443,K00999.02,CONFIRMED,47.3329299,2.708,931.5,0.43,2.18,386.0,5.25,14.0
444,K01000.01,FALSE POSITIVE,0.856895349,1.3078,82.2,0.554,0.82,1881.0,2960.82,33.1
445,K01001.01,CONFIRMED,40.8065333,13.135,313.9,0.016,3.71,772.0,83.75,54.8
446,K01069.02,CONFIRMED,2.46697039,1.6345,308.7,0.574,1.56,1139.0,398.42,29.5
447,K01070.01,CONFIRMED,6.61836309,3.6813,549.1,0.043,2.98,1066.0,304.65,31.5
448,K01070.02,CONFIRMED,107.7214092,8.042,1396.2,0.003,4.75,421.0,7.39,30.5
449,K01133.01,FALSE POSITIVE,5.251916208,4.9095,10624.3,1.256,37.15,952.0,194.17,146.3
450,K00148.02,CONFIRMED,9.673958488,3.2641,952.7,0.194,2.63,736.0,69.42,178.0
451,K01134.01,FALSE POSITIVE,100.3039228,8.702,5450.0,1.256,29.55,313.0,2.26,63.2
453,K01135.01,FALSE POSITIVE,0.986620248,3.9722,1345.8,1.252,43.98,2308.0,6719.67,117.7
455,K01203.02,CONFIRMED,14.12847677,3.685,628.7,0.811,2.73,739.0,70.5,23.0
456,K01203.03,CONFIRMED,48.6478543,5.464,641.8,0.988,4.14,489.0,13.57,12.2
457,K01204.01,CONFIRMED,8.39842977,6.344,340.1,0.573,2.0,984.0,221.66,28.0
458,K01205.01,CONFIRMED,8.63847391,5.4566,395.9,0.049,5.99,1419.0,958.35,38.6
459,K01001.02,CONFIRMED,140.10765,18.503,266.8,0.019,3.42,511.0,16.17,29.0
460,K01002.01,CONFIRMED,3.4815917,1.8069,135.2,0.076,1.17,1156.0,421.61,23.4
461,K01003.01,FALSE POSITIVE,8.360616221,7.5385,28066.3,0.21,40.35,1263.0,601.6,425.6
462,K01004.01,FALSE POSITIVE,1.838514968,2.7391,2721.7,0.045,4.86,1426.0,974.1,63.7
463,K01005.01,CONFIRMED,35.61760233,8.4559,4634.9,0.009,5.17,456.0,10.19,155.0
464,K01071.01,FALSE POSITIVE,1.09206833,1.8596,219.2,0.469,1.29,1611.0,1588.89,45.5
465,K01072.01,CONFIRMED,10.12805158,3.517,477.4,0.753,1.95,767.0,81.77,38.0
466,K01073.01,FALSE POSITIVE,1.613001111,2.394,104.1,0.448,1.25,1680.0,1878.1,19.3
467,K01074.01,CONFIRMED,3.770551475,3.8077,12440.0,0.053,12.05,1302.0,679.75,100.8
468,K01075.01,FALSE POSITIVE,1.343767797,1.9405,4702.6,0.891,18.66,2654.0,11675.38,269.8
469,K01076.01,FALSE POSITIVE,29.12436474,3.4209,6496.0,1.181,15.25,356.0,3.81,63.4
470,K01138.01,FALSE POSITIVE,31.82814583,2.917,4456.8,1.276,35.8,564.0,23.97,78.7
471,K01139.01,FALSE POSITIVE,3.629442796,5.63,426.6,0.97,3.28,1434.0,1001.35,76.4
472,K01140.01,FALSE POSITIVE,0.553261874,0.8875,1038.1,1.246,97.36,3689.0,43709.08,202.2
473,K01141.01,CONFIRMED,5.72812616,2.0295,643.4,0.22,1.38,569.0,24.74,20.8
474,K01142.01,CONFIRMED,3.75574267,2.2911,417.4,0.127,1.58,977.0,215.46,27.9
475,K01143.01,FALSE POSITIVE,7.44042933,2.991,547.3,0.968,2.74,883.0,144.12,34.0
476,K00941.01,CONFIRMED,6.581477136,3.0896,2318.9,0.137,4.56,881.0,142.63,116.2
477,K00129.01,CONFIRMED,24.669192732,7.03515,7382.3,0.073,77.76,1485.0,1150.61,603.0
478,K00941.02,CONFIRMED,2.382652873,1.8888,705.4,0.682,2.74,1237.0,553.53,45.5
479,K00941.03,CONFIRMED,24.66461416,2.8579,2398.8,0.8,5.34,567.0,24.53,56.7
480,K00942.01,CONFIRMED,11.51517167,2.006,1357.4,0.311,2.9,657.0,43.96,53.2
481,K00137.01,CONFIRMED,7.641567589,3.41018,2269.7,0.027,4.91,899.0,154.25,437.5
482,K01006.01,FALSE POSITIVE,30.6113932,3.576,3472.0,1.264,19.68,317.0,2.38,37.5
483,K01007.01,CONFIRMED,7.40742502,3.675,442.0,0.03,2.01,938.0,183.15,23.1
484,K01008.01,FALSE POSITIVE,569.934135,4.1904,18904.0,0.919,38.98,296.0,1.81,66.7
485,K01009.01,FALSE POSITIVE,5.09246539,3.659,254.0,0.161,1.17,844.0,119.7,17.1
487,K01077.01,FALSE POSITIVE,1.103971357,0.926,317.9,0.52,1.37,1471.0,1109.79,21.7
488,K00142.01,CONFIRMED,10.916108342,3.6496,1479.0,0.7699,3.93,758.0,78.19,302.2
489,K01078.01,CONFIRMED,3.353732008,1.4598,1264.7,0.051,1.65,615.0,33.76,47.8
490,K01078.02,CONFIRMED,6.877446033,1.3692,1632.3,0.79,2.05,484.0,12.95,39.6
491,K01078.03,CONFIRMED,28.46464804,2.6657,1629.8,0.035,1.87,301.0,1.95,28.9
492,K01079.01,FALSE POSITIVE,0.293630085,2.3857,2017.7,1.2329,26.35,2503.0,9283.34,170.0
493,K00148.03,CONFIRMED,42.89645024,5.6897,555.3,0.007,2.0,448.0,9.54,66.8
494,K01144.01,FALSE POSITIVE,2.44199803,2.759,251.7,0.856,1.44,1282.0,638.05,27.2
495,K01146.01,CONFIRMED,7.09712124,2.1059,369.5,0.05,0.74,425.0,7.73,18.3
496,K01147.01,FALSE POSITIVE,2.6827683,2.957,79.8,0.769,1.19,1551.0,1366.57,26.7
497,K00943.01,CONFIRMED,3.601465336,2.2753,777.7,0.021,2.31,996.0,232.65,50.7
498,K00944.01,FALSE POSITIVE,3.108251172,2.5048,1867.7,0.9,4.43,1096.0,340.69,156.5
499,K00945.01,CONFIRMED,25.8474958,5.985,537.4,0.054,2.4,672.0,48.23,27.3
500,K00945.02,CONFIRMED,40.715561,6.894,680.9,0.008,2.7,578.0,26.34,28.9
501,K00946.01,FALSE POSITIVE,20.42720701,3.447,1273.0,0.956,4.42,674.0,48.72,36.7
502,K01011.01,FALSE POSITIVE,6.198273591,7.53837,47302.6,0.343,19.81,985.0,222.23,2561.1
503,K01012.01,FALSE POSITIVE,1.023471798,2.3499,861.4,0.974,3.78,1727.0,2103.09,63.0
504,K01013.01,FALSE POSITIVE,0.51872711,1.252,714.1,1.199,19.07,1965.0,3537.27,93.3
505,K01014.01,CONFIRMED,17.31711739,3.1518,1473.0,0.684,2.04,454.0,10.07,35.9
506,K01015.01,CONFIRMED,9.42889884,4.4481,565.4,0.011,4.39,1163.0,432.9,50.4
507,K01080.01,FALSE POSITIVE,1.096583368,2.1188,308.5,0.421,1.35,1474.0,1119.9,44.3
508,K01082.01,CONFIRMED,6.50327035,2.591,418.3,0.08,1.67,804.0,98.81,19.0
509,K01082.02,CONFIRMED,4.09667624,2.19,302.3,0.142,1.42,938.0,182.9,16.2
510,K01082.03,CONFIRMED,1.196548464,1.2592,224.6,0.332,1.25,1414.0,945.12,16.5
511,K01148.01,CONFIRMED,11.47609015,5.046,182.3,0.755,2.07,984.0,221.34,27.7
512,K01148.02,CONFIRMED,25.2630467,6.22,125.5,0.743,1.71,756.0,77.24,14.3
514,K01150.01,CONFIRMED,0.677374687,1.8361,76.7,0.132,0.9,2099.0,4572.56,38.7
515,K01151.01,CONFIRMED,10.43547031,3.4167,210.2,0.174,1.22,759.0,78.35,36.7
516,K01151.02,CONFIRMED,7.41084314,3.245,124.1,0.064,0.94,850.0,123.4,25.6
517,K00947.01,CONFIRMED,28.59914031,3.6567,1585.1,0.009,1.83,298.0,1.87,53.8
518,K00948.01,CONFIRMED,24.58716355,3.984,907.5,0.648,2.37,530.0,18.72,35.6
519,K00130.01,FALSE POSITIVE,34.193600311,5.41382,13714.8,0.625,21.95,778.0,86.74,1405.6
520,K00949.01,CONFIRMED,12.53248222,4.0168,1145.9,0.668,3.24,775.0,85.15,66.7
521,K00951.01,CONFIRMED,13.19720694,3.4872,2141.4,0.568,4.18,642.0,40.03,116.2
522,K00137.02,CONFIRMED,14.85890852,3.5252,3269.0,0.255,5.94,720.0,63.52,456.8
523,K01015.02,CONFIRMED,4.08897299,3.585,157.9,0.374,2.36,1537.0,1317.96,19.0
524,K01016.01,FALSE POSITIVE,2.866680334,1.1264,712.4,0.968,2.93,1045.0,282.64,43.0
525,K01017.01,CONFIRMED,17.44486016,4.445,826.9,0.871,3.24,679.0,50.32,46.0
526,K01018.01,FALSE POSITIVE,8.30697421,2.76,158.7,1.151,37.99,1246.0,570.93,17.4
528,K01083.01,CONFIRMED,7.33685101,3.548,325.8,0.018,1.52,875.0,138.46,21.6
529,K00143.01,FALSE POSITIVE,22.65117451,3.6895,2250.0,0.925,7.62,855.0,126.57,170.1
530,K01084.01,FALSE POSITIVE,1.204274435,1.3362,185.8,0.528,1.19,1564.0,1413.91,34.7
531,K01085.01,CONFIRMED,7.71790675,1.84,306.8,0.112,0.9,502.0,15.01,12.6
532,K01086.01,CONFIRMED,27.6652847,6.633,469.2,0.004,2.21,641.0,39.94,36.1
533,K01087.01,FALSE POSITIVE,0.948950734,4.0245,2133.0,1.246,36.87,2103.0,4636.91,238.6
534,K00149.01,CONFIRMED,14.55730897,7.7643,956.9,0.036,4.32,879.0,141.0,200.0
